gene_symbol,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PIGQ,ENSG00000007541,2106.692121779459,-0.8677652238944916,0.25041053296812765,-3.4653703005573693,0.0005295018585688647,0.0028032500215904948
CRAMP1,ENSG00000007545,892.99918645778,-1.0417883819389417,0.255724394530969,-4.073871731516713,4.623795412766863e-05,0.0004200735428491511
TEAD3,ENSG00000007866,289.036124183442,1.0259281531418638,0.5481755123078859,1.8715322558327734,0.06127134329793411,0.11550120602747788
SELE,ENSG00000007908,208.94646084507275,-5.400040628134614,0.9674725390057212,-5.581595766722513,2.3832176800000038e-08,9.266062251876216e-07
DNAJC11,ENSG00000007923,1804.1437259183197,-0.6640255035647049,0.2617716610014891,-2.5366592434959094,0.011191583014896834,0.030857531280988917
FMO3,ENSG00000007933,51.78019882922462,0.6810850486156677,0.4156705157653087,1.6385214317202483,0.10131296702588193,0.17139227776735103
MYLIP,ENSG00000007944,1026.2471278139146,-1.0960381753414943,0.42424975409857446,-2.583473920144759,0.009781086174139978,0.027788719520400337
NOX1,ENSG00000007952,31.24837641533104,-0.5570479180057551,0.47477283607755166,-1.1732935746870832,0.2406780980405504,0.3409076123528496
E2F2,ENSG00000007968,183.87393763287292,5.313436854300844,0.5578436738137088,9.52495672842435,1.6511069423114533e-21,1.227581163578542e-18
PSMB1,ENSG00000008018,4727.248804451855,0.3813239092508657,0.46646213628312777,0.8174809477342319,0.41365363280320033,0.5217538170083922
SYN1,ENSG00000008056,13714.088496294493,-3.7003298763360895,1.1068288975522689,-3.3431814840751795,0.0008282371406329364,0.003977126693791165
JARID2,ENSG00000008083,1493.4539763370437,-0.6319535290028931,0.3346498810967344,-1.8884020724340844,0.058971993344433704,0.11206555158995693
CDKL5,ENSG00000008086,5705.140482789762,-2.618500361838593,0.4586417786693438,-5.709249535521254,1.1347541497086114e-08,4.980750413016195e-07
CAMK1G,ENSG00000008118,2210.7944242410204,-2.954898951739627,1.0972718567100235,-2.692950642696124,0.007082275271407727,0.021573522234100535
